idhod,hodnota,vira_kod,uzemi_kod,sldb_rok,ukaz_txt,vira_txt,uzemi_txt
946433774,10,50.0,554961,2021,Počet obyvatel s obvyklým pobytem,ateismus,Karlovy Vary
946319819,18,51.0,554961,2021,Počet obyvatel s obvyklým pobytem,pohanství,Karlovy Vary
946373376,0,52.0,554961,2021,Počet obyvatel s obvyklým pobytem,Sith,Karlovy Vary
946501176,0,53.0,554961,2021,Počet obyvatel s obvyklým pobytem,Církev víry,Karlovy Vary
946320115,0,54.0,554961,2021,Počet obyvatel s obvyklým pobytem,Církev Svatého Řehoře Osvětitele,Karlovy Vary
946721984,3,55.0,554961,2021,Počet obyvatel s obvyklým pobytem,Armáda spásy - církev,Karlovy Vary
946790949,0,56.0,554961,2021,Počet obyvatel s obvyklým pobytem,Církev Nový Život,Karlovy Vary
946656545,4,57.0,554961,2021,Počet obyvatel s obvyklým pobytem,Církev Oáza,Karlovy Vary
946433942,18,58.0,554961,2021,Počet obyvatel s obvyklým pobytem,Společenství Josefa Zezulky,Karlovy Vary
946656544,0,59.0,554961,2021,Počet obyvatel s obvyklým pobytem,Kněžské bratrstvo svatého Pia X.,Karlovy Vary
946790948,0,60.0,554961,2021,Počet obyvatel s obvyklým pobytem,Théravádový buddhismus,Karlovy Vary
946721823,1,61.0,554961,2021,Počet obyvatel s obvyklým pobytem,Společenství baptistických sborů,Karlovy Vary
946320116,0,62.0,554961,2021,Počet obyvatel s obvyklým pobytem,Společenství buddhismu v České republice,Karlovy Vary
946501463,0,63.0,554961,2021,Počet obyvatel s obvyklým pobytem,Křesťanská církev essejská,Karlovy Vary
946790485,10,64.0,554961,2021,Počet obyvatel s obvyklým pobytem,pastafariánství,Karlovy Vary
946501014,4,66.0,554961,2021,Počet obyvatel s obvyklým pobytem,satanismus,Karlovy Vary
946433945,0,67.0,554961,2021,Počet obyvatel s obvyklým pobytem,agnosticismus,Karlovy Vary
946790950,0,68.0,554961,2021,Počet obyvatel s obvyklým pobytem,animismus,Karlovy Vary
946656251,0,69.0,554961,2021,Počet obyvatel s obvyklým pobytem,Bahá'í víra,Karlovy Vary
946656546,0,70.0,554961,2021,Počet obyvatel s obvyklým pobytem,deismus,Karlovy Vary
946320113,0,71.0,554961,2021,Počet obyvatel s obvyklým pobytem,konfucianismus,Karlovy Vary
946433944,0,72.0,554961,2021,Počet obyvatel s obvyklým pobytem,sikhismus,Karlovy Vary
946790794,2,73.0,554961,2021,Počet obyvatel s obvyklým pobytem,šintoismus,Karlovy Vary
946433776,0,74.0,554961,2021,Počet obyvatel s obvyklým pobytem,taoismus,Karlovy Vary
946433599,0,75.0,554961,2021,Počet obyvatel s obvyklým pobytem,zoroastrismus,Karlovy Vary
946656402,0,76.0,554961,2021,Počet obyvatel s obvyklým pobytem,druidismus,Karlovy Vary
946790793,2,77.0,554961,2021,Počet obyvatel s obvyklým pobytem,rastafariánství,Karlovy Vary
946432992,252,78.0,554961,2021,Počet obyvatel s obvyklým pobytem,věřící - hlásící se k církvi - název neuveden,Karlovy Vary
946432991,13364,99.0,554961,2021,Počet obyvatel s obvyklým pobytem,Neuvedeno,Karlovy Vary
946655602,48397,1.0,555134,2021,Počet obyvatel s obvyklým pobytem,Bez náboženské víry,Pardubice
946500705,22,2.0,555134,2021,Počet obyvatel s obvyklým pobytem,Apoštolská církev,Pardubice
946500560,25,3.0,555134,2021,Počet obyvatel s obvyklým pobytem,Bratrská jednota baptistů,Pardubice
946789980,39,4.0,555134,2021,Počet obyvatel s obvyklým pobytem,Církev adventistů sedmého dne,Pardubice
946500702,216,5.0,555134,2021,Počet obyvatel s obvyklým pobytem,Církev bratrská,Pardubice
946500561,210,6.0,555134,2021,Počet obyvatel s obvyklým pobytem,Církev československá husitská,Pardubice
946319339,5,7.0,555134,2021,Počet obyvatel s obvyklým pobytem,Církev Ježíše Krista Svatých posledních dnů v České republice,Pardubice
946655603,96,8.0,555134,2021,Počet obyvatel s obvyklým pobytem,Církev řeckokatolická,Pardubice
946600399,3067,9.0,555134,2021,Počet obyvatel s obvyklým pobytem,Církev římskokatolická,Pardubice
946319171,302,10.0,555134,2021,Počet obyvatel s obvyklým pobytem,Českobratrská církev evangelická,Pardubice
946500709,11,11.0,555134,2021,Počet obyvatel s obvyklým pobytem,Evangelická církev augsburského vyznání v České republice,Pardubice
946600697,2,12.0,555134,2021,Počet obyvatel s obvyklým pobytem,Evangelická církev metodistická,Pardubice
946721171,0,13.0,555134,2021,Počet obyvatel s obvyklým pobytem,Federace židovských obcí v České republice,Pardubice
946655916,3,14.0,555134,2021,Počet obyvatel s obvyklým pobytem,Jednota bratrská,Pardubice
946319489,4,15.0,555134,2021,Počet obyvatel s obvyklým pobytem,Křesťanské sbory,Pardubice
946319491,0,16.0,555134,2021,Počet obyvatel s obvyklým pobytem,Luterská evangelická církev a. v. v České republice,Pardubice
946655918,2,17.0,555134,2021,Počet obyvatel s obvyklým pobytem,Náboženská společnost českých unitářů,Pardubice
946790131,110,18.0,555134,2021,Počet obyvatel s obvyklým pobytem,Náboženská společnost Svědkové Jehovovi,Pardubice
946372730,0,19.0,555134,2021,Počet obyvatel s obvyklým pobytem,Novoapoštolská církev v ČR,Pardubice
946721018,387,20.0,555134,2021,Počet obyvatel s obvyklým pobytem,Pravoslavná církev v českých zemích,Pardubice
946319342,0,21.0,555134,2021,Počet obyvatel s obvyklým pobytem,Slezská církev evangelická augsburského vyznání,Pardubice
946500828,1,22.0,555134,2021,Počet obyvatel s obvyklým pobytem,Starokatolická církev v ČR,Pardubice
946721514,1,23.0,555134,2021,Počet obyvatel s obvyklým pobytem,Církev sjednocení (moonisté),Pardubice
946655915,2,24.0,555134,2021,Počet obyvatel s obvyklým pobytem,Scientologická církev,Pardubice
946600541,8,25.0,555134,2021,Počet obyvatel s obvyklým pobytem,Církev Křesťanská společenství,Pardubice
946790451,1,26.0,555134,2021,Počet obyvatel s obvyklým pobytem,Anglikánská církev,Pardubice
946790133,29,27.0,555134,2021,Počet obyvatel s obvyklým pobytem,islám,Pardubice
946655753,48,28.0,555134,2021,Počet obyvatel s obvyklým pobytem,buddhismus,Pardubice
946500706,4,29.0,555134,2021,Počet obyvatel s obvyklým pobytem,hinduismus,Pardubice
946372734,0,30.0,555134,2021,Počet obyvatel s obvyklým pobytem,"Mezinárodní společnost pro vědomí Krišny, Hnutí Hare Krišna",Pardubice
946600540,191,31.0,555134,2021,Počet obyvatel s obvyklým pobytem,Jiné,Pardubice
946790132,3,32.0,555134,2021,Počet obyvatel s obvyklým pobytem,Buddhismus Diamantové cesty linie Karma Kagjü,Pardubice
946433565,0,33.0,555134,2021,Počet obyvatel s obvyklým pobytem,Církev živého Boha,Pardubice
946790449,0,34.0,555134,2021,Počet obyvatel s obvyklým pobytem,Česká hinduistická náboženská společnost,Pardubice
946790293,17,35.0,555134,2021,Počet obyvatel s obvyklým pobytem,Obec křesťanů v České republice,Pardubice
946500829,5,36.0,555134,2021,Počet obyvatel s obvyklým pobytem,"Ruská pravoslavná církev, podvorje patriarchy moskevského a celé Rusi v České republice",Pardubice
946790452,2,37.0,555134,2021,Počet obyvatel s obvyklým pobytem,Ústředí muslimských obcí,Pardubice
946372735,2,38.0,555134,2021,Počet obyvatel s obvyklým pobytem,Višva Nirmala Dharma,Pardubice
946372907,1,39.0,555134,2021,Počet obyvatel s obvyklým pobytem,Hnutí Grálu,Pardubice
946372909,0,40.0,555134,2021,Počet obyvatel s obvyklým pobytem,Hnutí Nového věku (New Age),Pardubice
946500558,1567,41.0,555134,2021,Počet obyvatel s obvyklým pobytem,katolická víra (katolík),Pardubice
946600400,180,42.0,555134,2021,Počet obyvatel s obvyklým pobytem,"protestantská/evangelická víra (protestant, evangelík)",Pardubice
946655604,354,43.0,555134,2021,Počet obyvatel s obvyklým pobytem,křesťanství,Pardubice
946600542,4,44.0,555134,2021,Počet obyvatel s obvyklým pobytem,judaismus,Pardubice
946373036,0,45.0,555134,2021,Počet obyvatel s obvyklým pobytem,esoterismus,Pardubice
946500556,7436,46.0,555134,2021,Počet obyvatel s obvyklým pobytem,věřící - nehlásící se k žádné církvi ani náboženské společnosti,Pardubice
946655752,0,47.0,555134,2021,Počet obyvatel s obvyklým pobytem,Církev Nová naděje,Pardubice
946319340,28,48.0,555134,2021,Počet obyvatel s obvyklým pobytem,Církev Slovo života,Pardubice
946500559,248,49.0,555134,2021,Počet obyvatel s obvyklým pobytem,Jedi,Pardubice
946372731,5,50.0,555134,2021,Počet obyvatel s obvyklým pobytem,ateismus,Pardubice
946500704,37,51.0,555134,2021,Počet obyvatel s obvyklým pobytem,pohanství,Pardubice
946655914,8,52.0,555134,2021,Počet obyvatel s obvyklým pobytem,Sith,Pardubice
946600543,0,53.0,555134,2021,Počet obyvatel s obvyklým pobytem,Církev víry,Pardubice
946373035,0,54.0,555134,2021,Počet obyvatel s obvyklým pobytem,Církev Svatého Řehoře Osvětitele,Pardubice
946721342,0,55.0,555134,2021,Počet obyvatel s obvyklým pobytem,Armáda spásy - církev,Pardubice
946373033,0,56.0,555134,2021,Počet obyvatel s obvyklým pobytem,Církev Nový Život,Pardubice
946790450,0,57.0,555134,2021,Počet obyvatel s obvyklým pobytem,Církev Oáza,Pardubice
946372906,5,58.0,555134,2021,Počet obyvatel s obvyklým pobytem,Společenství Josefa Zezulky,Pardubice
946319637,0,59.0,555134,2021,Počet obyvatel s obvyklým pobytem,Kněžské bratrstvo svatého Pia X.,Pardubice
946373032,5,60.0,555134,2021,Počet obyvatel s obvyklým pobytem,Théravádový buddhismus,Pardubice
946372908,0,61.0,555134,2021,Počet obyvatel s obvyklým pobytem,Společenství baptistických sborů,Pardubice
946721515,0,62.0,555134,2021,Počet obyvatel s obvyklým pobytem,Společenství buddhismu v České republice,Pardubice
946319638,0,63.0,555134,2021,Počet obyvatel s obvyklým pobytem,Křesťanská církev essejská,Pardubice
946500703,30,64.0,555134,2021,Počet obyvatel s obvyklým pobytem,pastafariánství,Pardubice
946721019,9,66.0,555134,2021,Počet obyvatel s obvyklým pobytem,satanismus,Pardubice
946721341,0,67.0,555134,2021,Počet obyvatel s obvyklým pobytem,agnosticismus,Pardubice
946790453,0,68.0,555134,2021,Počet obyvatel s obvyklým pobytem,animismus,Pardubice
946372729,0,69.0,555134,2021,Počet obyvatel s obvyklým pobytem,Bahá'í víra,Pardubice
946373034,0,70.0,555134,2021,Počet obyvatel s obvyklým pobytem,deismus,Pardubice
946656075,0,71.0,555134,2021,Počet obyvatel s obvyklým pobytem,konfucianismus,Pardubice
946600698,0,72.0,555134,2021,Počet obyvatel s obvyklým pobytem,sikhismus,Pardubice
946655917,0,73.0,555134,2021,Počet obyvatel s obvyklým pobytem,šintoismus,Pardubice
946721173,0,74.0,555134,2021,Počet obyvatel s obvyklým pobytem,taoismus,Pardubice
946319172,0,75.0,555134,2021,Počet obyvatel s obvyklým pobytem,zoroastrismus,Pardubice
946790294,1,76.0,555134,2021,Počet obyvatel s obvyklým pobytem,druidismus,Pardubice
946319492,2,77.0,555134,2021,Počet obyvatel s obvyklým pobytem,rastafariánství,Pardubice
946500557,315,78.0,555134,2021,Počet obyvatel s obvyklým pobytem,věřící - hlásící se k církvi - název neuveden,Pardubice
946433110,26172,99.0,555134,2021,Počet obyvatel s obvyklým pobytem,Neuvedeno,Pardubice
946594123,58708,1.0,563889,2021,Počet obyvatel s obvyklým pobytem,Bez náboženské víry,Liberec
946366402,61,2.0,563889,2021,Počet obyvatel s obvyklým pobytem,Apoštolská církev,Liberec
946714774,52,3.0,563889,2021,Počet obyvatel s obvyklým pobytem,Bratrská jednota baptistů,Liberec
946783679,118,4.0,563889,2021,Počet obyvatel s obvyklým pobytem,Církev adventistů sedmého dne,Liberec
946366401,139,5.0,563889,2021,Počet obyvatel s obvyklým pobytem,Církev bratrská,Liberec
946426958,282,6.0,563889,2021,Počet obyvatel s obvyklým pobytem,Církev československá husitská,Liberec
946714933,9,7.0,563889,2021,Počet obyvatel s obvyklým pobytem,Církev Ježíše Krista Svatých posledních dnů v České republice,Liberec
946540668,168,8.0,563889,2021,Počet obyvatel s obvyklým pobytem,Církev řeckokatolická,Liberec
946594122,2406,9.0,563889,2021,Počet obyvatel s obvyklým pobytem,Církev římskokatolická,Liberec
946714626,208,10.0,563889,2021,Počet obyvatel s obvyklým pobytem,Českobratrská církev evangelická,Liberec
946649409,11,11.0,563889,2021,Počet obyvatel s obvyklým pobytem,Evangelická církev augsburského vyznání v České republice,Liberec
946783818,2,12.0,563889,2021,Počet obyvatel s obvyklým pobytem,Evangelická církev metodistická,Liberec
946313258,5,13.0,563889,2021,Počet obyvatel s obvyklým pobytem,Federace židovských obcí v České republice,Liberec
946418248,169,14.0,563889,2021,Počet obyvatel s obvyklým pobytem,Jednota bratrská,Liberec
946427118,5,15.0,563889,2021,Počet obyvatel s obvyklým pobytem,Křesťanské sbory,Liberec
946540979,3,16.0,563889,2021,Počet obyvatel s obvyklým pobytem,Luterská evangelická církev a. v. v České republice,Liberec
946532000,6,17.0,563889,2021,Počet obyvatel s obvyklým pobytem,Náboženská společnost českých unitářů,Liberec
946714776,97,18.0,563889,2021,Počet obyvatel s obvyklým pobytem,Náboženská společnost Svědkové Jehovovi,Liberec
946426960,10,19.0,563889,2021,Počet obyvatel s obvyklým pobytem,Novoapoštolská církev v ČR,Liberec
946783507,727,20.0,563889,2021,Počet obyvatel s obvyklým pobytem,Pravoslavná církev v českých zemích,Liberec
946714934,5,21.0,563889,2021,Počet obyvatel s obvyklým pobytem,Slezská církev evangelická augsburského vyznání,Liberec
946783817,19,22.0,563889,2021,Počet obyvatel s obvyklým pobytem,Starokatolická církev v ČR,Liberec
946532001,3,23.0,563889,2021,Počet obyvatel s obvyklým pobytem,Církev sjednocení (moonisté),Liberec
946775072,3,24.0,563889,2021,Počet obyvatel s obvyklým pobytem,Scientologická církev,Liberec
946366404,18,25.0,563889,2021,Počet obyvatel s obvyklým pobytem,Církev Křesťanská společenství,Liberec
946706137,0,26.0,563889,2021,Počet obyvatel s obvyklým pobytem,Anglikánská církev,Liberec
946714778,51,27.0,563889,2021,Počet obyvatel s obvyklým pobytem,islám,Liberec
946714777,40,28.0,563889,2021,Počet obyvatel s obvyklým pobytem,buddhismus,Liberec
946594437,8,29.0,563889,2021,Počet obyvatel s obvyklým pobytem,hinduismus,Liberec
946366571,2,30.0,563889,2021,Počet obyvatel s obvyklým pobytem,"Mezinárodní společnost pro vědomí Krišny, Hnutí Hare Krišna",Liberec
946426959,248,31.0,563889,2021,Počet obyvatel s obvyklým pobytem,Jiné,Liberec
946594284,2,32.0,563889,2021,Počet obyvatel s obvyklým pobytem,Buddhismus Diamantové cesty linie Karma Kagjü,Liberec
946418250,0,33.0,563889,2021,Počet obyvatel s obvyklým pobytem,Církev živého Boha,Liberec
946573380,1,34.0,563889,2021,Počet obyvatel s obvyklým pobytem,Česká hinduistická náboženská společnost,Liberec
946418249,0,35.0,563889,2021,Počet obyvatel s obvyklým pobytem,Obec křesťanů v České republice,Liberec
946706135,3,36.0,563889,2021,Počet obyvatel s obvyklým pobytem,"Ruská pravoslavná církev, podvorje patriarchy moskevského a celé Rusi v České republice",Liberec
946573381,1,37.0,563889,2021,Počet obyvatel s obvyklým pobytem,Ústředí muslimských obcí,Liberec
946313260,4,38.0,563889,2021,Počet obyvatel s obvyklým pobytem,Višva Nirmala Dharma,Liberec
946418247,8,39.0,563889,2021,Počet obyvatel s obvyklým pobytem,Hnutí Grálu,Liberec
946775074,0,40.0,563889,2021,Počet obyvatel s obvyklým pobytem,Hnutí Nového věku (New Age),Liberec
946312952,1238,41.0,563889,2021,Počet obyvatel s obvyklým pobytem,katolická víra (katolík),Liberec
946714625,132,42.0,563889,2021,Počet obyvatel s obvyklým pobytem,"protestantská/evangelická víra (protestant, evangelík)",Liberec
946366251,344,43.0,563889,2021,Počet obyvatel s obvyklým pobytem,křesťanství,Liberec
946783815,10,44.0,563889,2021,Počet obyvatel s obvyklým pobytem,judaismus,Liberec
946775077,0,45.0,563889,2021,Počet obyvatel s obvyklým pobytem,esoterismus,Liberec
946649101,7831,46.0,563889,2021,Počet obyvatel s obvyklým pobytem,věřící - nehlásící se k žádné církvi ani náboženské společnosti,Liberec
946714775,0,47.0,563889,2021,Počet obyvatel s obvyklým pobytem,Církev Nová naděje,Liberec
946540977,0,48.0,563889,2021,Počet obyvatel s obvyklým pobytem,Církev Slovo života,Liberec
946649248,280,49.0,563889,2021,Počet obyvatel s obvyklým pobytem,Jedi,Liberec
946783816,4,50.0,563889,2021,Počet obyvatel s obvyklým pobytem,ateismus,Liberec
946594285,19,51.0,563889,2021,Počet obyvatel s obvyklým pobytem,pohanství,Liberec
946540980,5,52.0,563889,2021,Počet obyvatel s obvyklým pobytem,Sith,Liberec
946313259,7,53.0,563889,2021,Počet obyvatel s obvyklým pobytem,Církev víry,Liberec
946357862,0,54.0,563889,2021,Počet obyvatel s obvyklým pobytem,Církev Svatého Řehoře Osvětitele,Liberec
946304452,0,55.0,563889,2021,Počet obyvatel s obvyklým pobytem,Armáda spásy - církev,Liberec
946357861,0,56.0,563889,2021,Počet obyvatel s obvyklým pobytem,Církev Nový Život,Liberec
946418251,0,57.0,563889,2021,Počet obyvatel s obvyklým pobytem,Církev Oáza,Liberec
946313261,2,58.0,563889,2021,Počet obyvatel s obvyklým pobytem,Společenství Josefa Zezulky,Liberec
946706136,1,59.0,563889,2021,Počet obyvatel s obvyklým pobytem,Kněžské bratrstvo svatého Pia X.,Liberec
946304453,0,60.0,563889,2021,Počet obyvatel s obvyklým pobytem,Théravádový buddhismus,Liberec
946706134,1,61.0,563889,2021,Počet obyvatel s obvyklým pobytem,Společenství baptistických sborů,Liberec
946706138,0,62.0,563889,2021,Počet obyvatel s obvyklým pobytem,Společenství buddhismu v České republice,Liberec
946532003,0,63.0,563889,2021,Počet obyvatel s obvyklým pobytem,Křesťanská církev essejská,Liberec
946313107,41,64.0,563889,2021,Počet obyvatel s obvyklým pobytem,pastafariánství,Liberec
946366400,10,66.0,563889,2021,Počet obyvatel s obvyklým pobytem,satanismus,Liberec
946775075,0,67.0,563889,2021,Počet obyvatel s obvyklým pobytem,agnosticismus,Liberec
946418252,0,68.0,563889,2021,Počet obyvatel s obvyklým pobytem,animismus,Liberec
946366403,7,69.0,563889,2021,Počet obyvatel s obvyklým pobytem,Bahá'í víra,Liberec
946532002,0,70.0,563889,2021,Počet obyvatel s obvyklým pobytem,deismus,Liberec
946775076,0,71.0,563889,2021,Počet obyvatel s obvyklým pobytem,konfucianismus,Liberec
946775073,1,72.0,563889,2021,Počet obyvatel s obvyklým pobytem,sikhismus,Liberec
946573379,2,73.0,563889,2021,Počet obyvatel s obvyklým pobytem,šintoismus,Liberec
946540978,1,74.0,563889,2021,Počet obyvatel s obvyklým pobytem,taoismus,Liberec
946649247,1,75.0,563889,2021,Počet obyvatel s obvyklým pobytem,zoroastrismus,Liberec
946573378,2,76.0,563889,2021,Počet obyvatel s obvyklým pobytem,druidismus,Liberec
946573377,0,77.0,563889,2021,Počet obyvatel s obvyklým pobytem,rastafariánství,Liberec
946366250,385,78.0,563889,2021,Počet obyvatel s obvyklým pobytem,věřící - hlásící se k církvi - název neuveden,Liberec
946649100,30414,99.0,563889,2021,Počet obyvatel s obvyklým pobytem,Neuvedeno,Liberec
946643799,50095,1.0,569810,2021,Počet obyvatel s obvyklým pobytem,Bez náboženské víry,Hradec Králové
946361226,89,2.0,569810,2021,Počet obyvatel s obvyklým pobytem,Apoštolská církev,Hradec Králové
946421686,6,3.0,569810,2021,Počet obyvatel s obvyklým pobytem,Bratrská jednota baptistů,Hradec Králové
946421687,46,4.0,569810,2021,Počet obyvatel s obvyklým pobytem,Církev adventistů sedmého dne,Hradec Králové
946709553,113,5.0,569810,2021,Počet obyvatel s obvyklým pobytem,Církev bratrská,Hradec Králové
946778474,333,6.0,569810,2021,Počet obyvatel s obvyklým pobytem,Církev československá husitská,Hradec Králové
946709689,10,7.0,569810,2021,Počet obyvatel s obvyklým pobytem,Církev Ježíše Krista Svatých posledních dnů v České republice,Hradec Králové
946307695,86,8.0,569810,2021,Počet obyvatel s obvyklým pobytem,Církev řeckokatolická,Hradec Králové
946535258,3955,9.0,569810,2021,Počet obyvatel s obvyklým pobytem,Církev římskokatolická,Hradec Králové
946535259,291,10.0,569810,2021,Počet obyvatel s obvyklým pobytem,Českobratrská církev evangelická,Hradec Králové
946361361,7,11.0,569810,2021,Počet obyvatel s obvyklým pobytem,Evangelická církev augsburského vyznání v České republice,Hradec Králové
946576891,1,12.0,569810,2021,Počet obyvatel s obvyklým pobytem,Evangelická církev metodistická,Hradec Králové
946361358,5,13.0,569810,2021,Počet obyvatel s obvyklým pobytem,Federace židovských obcí v České republice,Hradec Králové
946709834,7,14.0,569810,2021,Počet obyvatel s obvyklým pobytem,Jednota bratrská,Hradec Králové
946421850,3,15.0,569810,2021,Počet obyvatel s obvyklým pobytem,Křesťanské sbory,Hradec Králové
946535618,3,16.0,569810,2021,Počet obyvatel s obvyklým pobytem,Luterská evangelická církev a. v. v České republice,Hradec Králové
946644255,0,17.0,569810,2021,Počet obyvatel s obvyklým pobytem,Náboženská společnost českých unitářů,Hradec Králové
946709554,87,18.0,569810,2021,Počet obyvatel s obvyklým pobytem,Náboženská společnost Svědkové Jehovovi,Hradec Králové
946576890,0,19.0,569810,2021,Počet obyvatel s obvyklým pobytem,Novoapoštolská církev v ČR,Hradec Králové
946576561,369,20.0,569810,2021,Počet obyvatel s obvyklým pobytem,Pravoslavná církev v českých zemích,Hradec Králové
946709692,0,21.0,569810,2021,Počet obyvatel s obvyklým pobytem,Slezská církev evangelická augsburského vyznání,Hradec Králové
946308019,2,22.0,569810,2021,Počet obyvatel s obvyklým pobytem,Starokatolická církev v ČR,Hradec Králové
946308167,0,23.0,569810,2021,Počet obyvatel s obvyklým pobytem,Církev sjednocení (moonisté),Hradec Králové
946308164,1,24.0,569810,2021,Počet obyvatel s obvyklým pobytem,Scientologická církev,Hradec Králové
946709556,58,25.0,569810,2021,Počet obyvatel s obvyklým pobytem,Církev Křesťanská společenství,Hradec Králové
946535773,3,26.0,569810,2021,Počet obyvatel s obvyklým pobytem,Anglikánská církev,Hradec Králové
946307865,65,27.0,569810,2021,Počet obyvatel s obvyklým pobytem,islám,Hradec Králové
946421688,43,28.0,569810,2021,Počet obyvatel s obvyklým pobytem,buddhismus,Hradec Králové
946535617,14,29.0,569810,2021,Počet obyvatel s obvyklým pobytem,hinduismus,Hradec Králové
946644097,2,30.0,569810,2021,Počet obyvatel s obvyklým pobytem,"Mezinárodní společnost pro vědomí Krišny, Hnutí Hare Krišna",Hradec Králové
946576720,219,31.0,569810,2021,Počet obyvatel s obvyklým pobytem,Jiné,Hradec Králové
946643947,9,32.0,569810,2021,Počet obyvatel s obvyklým pobytem,Buddhismus Diamantové cesty linie Karma Kagjü,Hradec Králové
946644256,5,33.0,569810,2021,Počet obyvatel s obvyklým pobytem,Církev živého Boha,Hradec Králové
946422010,0,34.0,569810,2021,Počet obyvatel s obvyklým pobytem,Česká hinduistická náboženská společnost,Hradec Králové
946644252,1,35.0,569810,2021,Počet obyvatel s obvyklým pobytem,Obec křesťanů v České republice,Hradec Králové
946644253,0,36.0,569810,2021,Počet obyvatel s obvyklým pobytem,"Ruská pravoslavná církev, podvorje patriarchy moskevského a celé Rusi v České republice",Hradec Králové
946644258,5,37.0,569810,2021,Počet obyvatel s obvyklým pobytem,Ústředí muslimských obcí,Hradec Králové
946361362,3,38.0,569810,2021,Počet obyvatel s obvyklým pobytem,Višva Nirmala Dharma,Hradec Králové
946576892,0,39.0,569810,2021,Počet obyvatel s obvyklým pobytem,Hnutí Grálu,Hradec Králové
946308165,0,40.0,569810,2021,Počet obyvatel s obvyklým pobytem,Hnutí Nového věku (New Age),Hradec Králové
946576560,1633,41.0,569810,2021,Počet obyvatel s obvyklým pobytem,katolická víra (katolík),Hradec Králové
946361091,198,42.0,569810,2021,Počet obyvatel s obvyklým pobytem,"protestantská/evangelická víra (protestant, evangelík)",Hradec Králové
946778473,377,43.0,569810,2021,Počet obyvatel s obvyklým pobytem,křesťanství,Hradec Králové
946709690,4,44.0,569810,2021,Počet obyvatel s obvyklým pobytem,judaismus,Hradec Králové
946577066,0,45.0,569810,2021,Počet obyvatel s obvyklým pobytem,esoterismus,Hradec Králové
946576559,7748,46.0,569810,2021,Počet obyvatel s obvyklým pobytem,věřící - nehlásící se k žádné církvi ani náboženské společnosti,Hradec Králové
946778475,0,47.0,569810,2021,Počet obyvatel s obvyklým pobytem,Církev Nová naděje,Hradec Králové
946709691,0,48.0,569810,2021,Počet obyvatel s obvyklým pobytem,Církev Slovo života,Hradec Králové
946709552,240,49.0,569810,2021,Počet obyvatel s obvyklým pobytem,Jedi,Hradec Králové
946361360,3,50.0,569810,2021,Počet obyvatel s obvyklým pobytem,ateismus,Hradec Králové
946778476,21,51.0,569810,2021,Počet obyvatel s obvyklým pobytem,pohanství,Hradec Králové
946535619,5,52.0,569810,2021,Počet obyvatel s obvyklým pobytem,Sith,Hradec Králové
946361359,30,53.0,569810,2021,Počet obyvatel s obvyklým pobytem,Církev víry,Hradec Králové
946308168,0,54.0,569810,2021,Počet obyvatel s obvyklým pobytem,Církev Svatého Řehoře Osvětitele,Hradec Králové
946709836,0,55.0,569810,2021,Počet obyvatel s obvyklým pobytem,Armáda spásy - církev,Hradec Králové
946644259,0,56.0,569810,2021,Počet obyvatel s obvyklým pobytem,Církev Nový Život,Hradec Králové
946422011,0,57.0,569810,2021,Počet obyvatel s obvyklým pobytem,Církev Oáza,Hradec Králové
946644099,8,58.0,569810,2021,Počet obyvatel s obvyklým pobytem,Společenství Josefa Zezulky,Hradec Králové
946778765,0,59.0,569810,2021,Počet obyvatel s obvyklým pobytem,Kněžské bratrstvo svatého Pia X.,Hradec Králové
946535774,0,60.0,569810,2021,Počet obyvatel s obvyklým pobytem,Théravádový buddhismus,Hradec Králové
946422009,0,61.0,569810,2021,Počet obyvatel s obvyklým pobytem,Společenství baptistických sborů,Hradec Králové
946308305,0,62.0,569810,2021,Počet obyvatel s obvyklým pobytem,Společenství buddhismu v České republice,Hradec Králové
946308304,0,63.0,569810,2021,Počet obyvatel s obvyklým pobytem,Křesťanská církev essejská,Hradec Králové
946709555,22,64.0,569810,2021,Počet obyvatel s obvyklým pobytem,pastafariánství,Hradec Králové
946535446,15,66.0,569810,2021,Počet obyvatel s obvyklým pobytem,satanismus,Hradec Králové
946308166,1,67.0,569810,2021,Počet obyvatel s obvyklým pobytem,agnosticismus,Hradec Králové
946535775,1,68.0,569810,2021,Počet obyvatel s obvyklým pobytem,animismus,Hradec Králové
946535447,3,69.0,569810,2021,Počet obyvatel s obvyklým pobytem,Bahá'í víra,Hradec Králové
946361518,0,70.0,569810,2021,Počet obyvatel s obvyklým pobytem,deismus,Hradec Králové
946778766,0,71.0,569810,2021,Počet obyvatel s obvyklým pobytem,konfucianismus,Hradec Králové
946709835,0,72.0,569810,2021,Počet obyvatel s obvyklým pobytem,sikhismus,Hradec Králové
946577063,2,73.0,569810,2021,Počet obyvatel s obvyklým pobytem,šintoismus,Hradec Králové
946644098,0,74.0,569810,2021,Počet obyvatel s obvyklým pobytem,taoismus,Hradec Králové
946709551,2,75.0,569810,2021,Počet obyvatel s obvyklým pobytem,zoroastrismus,Hradec Králové
946361516,3,76.0,569810,2021,Počet obyvatel s obvyklým pobytem,druidismus,Hradec Králové
946644254,3,77.0,569810,2021,Počet obyvatel s obvyklým pobytem,rastafariánství,Hradec Králové
946421542,367,78.0,569810,2021,Počet obyvatel s obvyklým pobytem,věřící - hlásící se k církvi - název neuveden,Hradec Králové
